title,abuseReported,rating,location_,userid,productid,reviewDate,reviewBody,helpfulCount
beatae nisi aut,false,2,Haiti,304854,633155,2021-06-19,Voluptas est consectetur autem itaque laborum in nostrum. Quis voluptates quod eaque ut eveniet ex vel. Suscipit quis rem eaque optio consectetur suscipit ab sapiente adipisci. Itaque dolores tempora laborum culpa numquam. Est ullam recusandae impedit nihil. Autem sit animi quae.,1631
provident dolores qui,false,4,Finland,523164,676656,2020-11-11,Asperiores saepe tenetur ratione qui eum ut. Perspiciatis ut facilis eaque. Quae ex quas autem voluptate culpa autem in laborum et.,818
tempora dolorum dolore,true,1,Czech Republic,877583,36746,2020-12-11,Sed optio fuga. Sit id autem incidunt possimus nihil doloribus. Quo consequatur beatae maxime sunt sint et consequatur.,1722
quos reiciendis ducimus,false,2,Uzbekistan,709200,220683,2021-04-03,Et maxime hic aut soluta omnis in sed et. Provident voluptatum quas. In voluptas a ea. Velit minima voluptatibus reiciendis quibusdam distinctio. Ipsum dolorem incidunt magni pariatur maxime. Repellendus eius labore ipsum qui.,960
incidunt consequatur quidem,false,2,Guam,82295,852666,2020-08-06,Alias quidem voluptates qui magnam tempore a. Vel aut eaque. Quo repudiandae rerum eum consequatur quam rerum veniam animi. Est quia laboriosam fugiat et voluptatem iste sit quia explicabo.,289
sed ut voluptas,true,3,Colombia,435917,719690,2021-04-16,Voluptatum consectetur est molestiae enim ea. Atque at id quia. Corrupti praesentium qui ut quaerat placeat asperiores. Sunt adipisci debitis ullam iusto possimus minima magni.,1499
ullam omnis natus,false,4,Bouvet Island (Bouvetoya),197651,39531,2021-02-03,Voluptate repudiandae eum possimus ut. Aut nobis dolores porro ipsum quis qui occaecati sunt aut. Asperiores praesentium quisquam et nihil. Aut sed et nam nostrum delectus eos in et esse. Nihil molestias voluptas magnam. Mollitia eum debitis.,875
nobis quia est,false,5,Pitcairn Islands,208993,115843,2021-01-20,Consequatur molestiae modi commodi tempora. Harum est sunt natus quasi. Iure explicabo temporibus omnis recusandae rerum at qui. Iure nam dolores voluptas repudiandae. In accusamus rem rem qui. Non commodi molestiae accusantium aspernatur voluptatum expedita.,558
at earum molestiae,true,1,Tanzania,475152,926644,2021-04-02,Tempore sit fugiat molestiae fuga voluptatum est dolor. Repellendus sunt accusamus vel veniam aut in modi fugiat quia. Voluptates soluta fuga. Aut unde soluta excepturi eos et minus totam nemo. Corporis incidunt culpa aliquam quos.,1498
rerum sapiente laboriosam,true,5,Chile,210729,961507,2020-11-02,Earum quibusdam dolor dignissimos omnis mollitia. Aut ut laudantium quasi. Recusandae et suscipit at. Sint unde repellendus quo vitae quas est inventore nihil soluta.,1047
aliquam quae nulla,true,3,Andorra,830634,815016,2020-07-09,Non recusandae eius et vero dolorum occaecati quidem. Delectus nesciunt debitis consectetur vitae illum. Quia velit consequuntur. Quaerat asperiores occaecati optio quia eaque fuga qui perspiciatis. Voluptatum pariatur quia consequatur.,1651
molestiae est modi,true,4,Bosnia and Herzegovina,373097,823904,2020-09-11,Sit adipisci corporis atque nobis placeat aut quas. Error ut ea officia rem suscipit. Beatae explicabo fugiat deleniti rerum laborum vero. Rem sunt fugit odit et sit dolorem quas. Consequatur dolorem iure facilis rerum labore.,122
consequuntur reprehenderit nostrum,false,3,Niger,76097,715536,2021-03-13,Minus repellat unde ut et veniam. Nulla voluptas libero in. Omnis qui cum quisquam veniam omnis. Esse similique alias fuga dolorem autem non consequuntur optio. Sed vitae odio enim nam officiis accusantium explicabo dolorem dolore. Modi totam alias placeat.,1854
enim ipsa temporibus,true,5,United Kingdom,99209,145176,2020-07-23,Veritatis quas vel libero omnis quia. Id tenetur eos veritatis dolorem quis. Nobis officia quia et eius. Consequatur iure voluptatem consequatur voluptatem numquam.,1494
rerum ad placeat,false,0,Heard Island and McDonald Islands,311480,968843,2021-03-11,Aliquid natus ratione inventore magnam maiores repellendus fugiat at. Dolores laborum ex occaecati quod totam. Nulla laudantium odit. Illo cumque et autem facere. Rem harum qui ea aut provident neque est odit illum.,1544
et consequatur dicta,false,2,Argentina,61007,211390,2021-06-16,Est quisquam nesciunt accusamus animi. Ab et quam sed laudantium placeat. Aperiam aut omnis officia. Deserunt et aliquid.,328
ut porro laborum,false,2,Brunei Darussalam,596623,377348,2020-09-28,Nulla laudantium omnis. Incidunt nisi perferendis reprehenderit at ab qui nemo. Impedit quae quae. Ab velit aut eveniet placeat labore id. Autem non quos nihil soluta ullam quibusdam est minus ad.,375
illo mollitia neque,false,2,Saint Vincent and the Grenadines,108458,911760,2021-01-16,Hic natus iusto aliquam natus eligendi voluptatem laboriosam. Sed eligendi laborum esse expedita quidem dolore aut. Est minima quia consequatur tenetur labore commodi. Illum id qui.,578
fugit praesentium et,false,5,Venezuela,62949,270242,2020-07-21,Excepturi distinctio quis cumque voluptatem ratione eum. Sit corrupti sunt numquam. Hic dolores accusantium vero voluptatum porro quisquam omnis. Officiis veniam labore earum in laboriosam quo quaerat fugiat vero. Maxime quibusdam doloremque deserunt voluptates et sunt. At possimus impedit.,1134
molestiae optio consequatur,false,0,Virgin Islands U.S.,505365,89611,2021-01-06,Quae qui et iusto quos hic facere voluptas ipsa quam. Aut voluptatem qui aperiam veritatis eveniet. Sint ipsam atque. Sunt quibusdam adipisci nam perspiciatis eius. Nisi unde aut quasi aliquid qui doloremque. Accusamus et eius et magni ratione rerum id quia ut.,639
est at nostrum,true,0,Mayotte,1443,344211,2020-10-22,Nam facere unde labore illo velit adipisci. Sint totam provident sit quibusdam totam dolorem non. Voluptatem fuga ut recusandae. Est sequi ut a. Maxime repudiandae qui cumque.,1389
officiis ipsum eveniet,true,4,Andorra,700673,359795,2020-08-21,Dolore necessitatibus fuga sed similique ut itaque. Et voluptas sit voluptates totam nisi amet. Sint magnam iste ut temporibus odit.,356
cumque repellat ut,true,3,Panama,96125,851846,2020-12-28,Maiores non qui et. Dicta voluptatum non ducimus sunt. Fugit nihil dolorum omnis hic modi. Dolor sed expedita. Repellat aliquid quod voluptas.,1598
exercitationem consequatur modi,false,2,Mauritania,973143,838148,2020-09-18,Ipsam sed doloremque molestiae. Consectetur nihil officia quaerat voluptatum. Sunt eaque minus et omnis aut est qui.,1179
perferendis ab voluptatum,false,5,Brazil,651904,66002,2020-07-06,Qui nemo ullam unde velit quasi explicabo sunt. Nihil ipsum laboriosam sint dignissimos. Eos quaerat rerum aliquid officiis ad quia. Qui velit vitae qui cupiditate debitis est quos est. Qui ut quia velit ad sed eum. Quos aperiam et sit mollitia praesentium nam omnis.,1043
velit maxime soluta,true,2,Albania,511911,641655,2020-12-28,Est unde sed illum quos eos sapiente. Incidunt enim cupiditate voluptatibus velit quia. Eum eaque odit possimus odit molestias sit. Perspiciatis et qui sunt. Id tenetur necessitatibus molestiae enim.,1911
ad quas itaque,false,2,Aruba,285796,321860,2021-06-05,Omnis ipsa sed ut ullam reiciendis modi necessitatibus. Eos perferendis aliquid sint sit. Aut excepturi pariatur inventore.,296
odio nulla voluptatibus,true,3,Jordan,234035,813331,2020-10-05,Deserunt quidem praesentium nulla quam. Quis necessitatibus accusamus rerum quam eum ducimus qui accusamus. Ut in non ipsam ipsa. Omnis reiciendis illo. Deserunt aspernatur vitae fugit voluptatem impedit illo. Quaerat nulla tempora facilis.,1923
repellendus omnis quidem,true,2,Moldova,745067,696725,2020-08-09,Debitis dignissimos sed quia facere rerum velit rem. Blanditiis temporibus est corrupti aut. Provident maiores quas occaecati porro.,1550
architecto soluta hic,true,1,Bouvet Island (Bouvetoya),287463,674514,2021-04-04,Eius deleniti sapiente consequatur consequuntur vel aut reprehenderit. Est et eum aut. Impedit aperiam vel porro repellendus enim.,1055
adipisci eos quo,true,1,Fiji,37560,62595,2020-11-27,Sed aspernatur quis ea cupiditate architecto. Unde minus natus voluptas perspiciatis impedit fugit id doloremque pariatur. Eligendi tempore ullam nemo molestiae quas animi. Voluptatem labore aspernatur aut et facilis iure distinctio eos. Numquam autem accusamus neque quidem totam veritatis. A optio eum tempora est non nobis mollitia assumenda.,1041
nisi assumenda voluptatem,false,4,Germany,415031,618988,2020-07-24,Eum voluptatibus non similique enim omnis expedita est. Praesentium in eaque labore natus aut occaecati. Fuga autem libero voluptate id libero. Expedita nostrum quasi asperiores magnam autem ea dolorem reprehenderit.,1295
dolores inventore quae,false,4,Comoros,210737,794549,2020-08-24,Voluptatum quisquam quos. Quis numquam praesentium ut architecto reprehenderit eos qui. Aut laudantium hic officiis illo.,1006
quia aut eos,true,4,Tonga,569063,371436,2021-01-12,Minus ullam eligendi. Placeat optio dolorem. Quas maxime minima. Rerum quae delectus similique deserunt magnam molestiae sit necessitatibus.,399
libero consectetur est,true,2,Oman,998789,263633,2021-06-30,Neque molestiae dolore enim autem neque. Recusandae rem ut magnam. Repudiandae suscipit voluptatem eum officia numquam tempora iusto voluptate assumenda. Molestiae sint et consequuntur. Enim sed sunt repellendus.,1316
neque voluptas cupiditate,false,2,Liechtenstein,765625,705043,2020-07-16,Sed eius temporibus temporibus nostrum praesentium. Porro eum voluptatem aut ipsa autem libero animi. In aspernatur placeat.,511
ut sed in,false,0,Dominican Republic,985549,545138,2021-05-14,Qui nulla non vero doloremque aut fugit autem odio sapiente. Aspernatur aspernatur assumenda distinctio et odit et. Et nesciunt corporis optio repellendus.,1926
veritatis eaque perferendis,true,2,Bangladesh,77960,404634,2021-03-29,Fugiat beatae cum eum delectus harum modi officiis eum. Enim reprehenderit quia nesciunt dolores et voluptatem ex dolores. Est officiis quos dolores. Possimus sapiente ratione voluptatem quia magni voluptatem.,1011
sint maxime voluptatem,true,1,Somalia,592614,58643,2021-02-18,Rerum ab et. Vitae impedit aut distinctio id et. Natus enim a voluptatibus aut qui facilis officiis. Ipsum harum consequatur nostrum non sequi voluptatem. Corrupti in quaerat voluptatem et corrupti rerum placeat est.,324
delectus excepturi consequatur,true,0,Italy,160082,514153,2020-11-04,Nostrum animi provident et nam. Vitae totam voluptates ex sed. Ducimus dolor nesciunt numquam expedita sint nobis voluptatem saepe qui. Aut vero corrupti quae reiciendis sit. Nesciunt impedit omnis voluptatem eos. Animi saepe tempora adipisci occaecati et aut error.,62
voluptate cum error,false,3,San Marino,405920,332330,2020-09-14,Ut qui aut delectus dolores sapiente doloribus dolorem earum vel. Magni quis suscipit nihil eius ea officia ut tempora sequi. Omnis tempora labore. Optio quis iusto est suscipit voluptas. Est amet quis adipisci eum quo et ab ut. Rem quia quis porro qui velit illum dolore.,1789
officia qui quis,true,4,Wallis and Futuna,728415,751030,2021-05-30,Deleniti cupiditate corporis sed. Minima qui eveniet ipsum architecto culpa sint rerum et enim. Dolor est praesentium sunt. Eaque ducimus voluptatibus qui. Et soluta perspiciatis. Dolore voluptate non quasi.,1096
molestias et expedita,true,1,Kuwait,242285,273331,2021-04-04,Repellendus quidem velit non maiores magni saepe omnis temporibus est. Tempora molestiae veritatis iste officiis ab. Labore dolorem aut maiores nihil aut odit ad quod.,1970
maxime quos et,true,4,Guadeloupe,69025,975735,2020-10-03,Porro quis debitis asperiores. Dolor culpa cupiditate adipisci magnam in quasi tempora velit. Dolorum qui earum.,1860
placeat ipsum voluptas,true,0,Nicaragua,428768,33310,2021-01-11,Impedit magnam deleniti velit nesciunt animi omnis pariatur quia sit. Aperiam impedit voluptates numquam. Quia qui unde numquam consequatur voluptatem vero. Inventore facilis et cum voluptatem. Non dolores natus beatae autem sed provident.,1475
qui amet aspernatur,false,4,Yemen,725641,739645,2021-07-05,Et unde ratione autem quis nisi sunt aliquam dolorum dignissimos. Praesentium quis accusantium delectus sunt eum ipsum. Nam qui voluptas id quia et beatae. Enim dolorum molestiae et repudiandae exercitationem.,353
earum aperiam autem,true,0,Samoa,482603,393021,2021-06-04,Asperiores vitae ea est officiis eligendi natus voluptatem velit. Molestiae rerum delectus. Ex maxime voluptatem aspernatur doloremque quis. Eius aut et vitae molestiae.,1308
sapiente nihil soluta,false,4,Liberia,833623,771293,2020-08-30,Temporibus eveniet ipsum sunt ut sapiente maxime consequatur consequatur ipsam. Et et quisquam iste cupiditate omnis ratione vel. Atque ut voluptates animi.,97
ut eaque culpa,true,5,Pakistan,862213,262542,2020-12-30,Quia quo maxime vero blanditiis est consequatur. Qui laborum qui consectetur. Dolor qui tempore quis in consequatur. Est nostrum quis et ducimus explicabo maxime. Et provident a beatae voluptas similique.,355
molestiae totam qui,false,0,Bahrain,147026,436783,2020-12-18,Praesentium aut omnis repellat provident nulla adipisci voluptas consequatur soluta. Eveniet corrupti voluptates. Assumenda ut numquam et alias autem. Perspiciatis et rerum dolores veritatis ut.,332
est assumenda et,false,2,Japan,94557,394062,2020-09-19,Vero dignissimos temporibus dolor. Velit eum aperiam necessitatibus labore. Reprehenderit maxime et.,1705
delectus dolores magni,false,5,Bulgaria,558420,854521,2020-07-11,Soluta sunt eaque quaerat non vero et harum. Quo incidunt nemo. Non est laborum. Nihil omnis tempore. Velit nesciunt consequatur. Omnis velit ab ducimus.,1405
provident vel ea,true,3,Saint Vincent and the Grenadines,954800,660916,2021-01-12,Sunt voluptas iusto voluptatem. Doloribus illum sint nulla provident. Veniam labore provident temporibus aut nisi at et quo.,1693
id ut ad,true,0,Bulgaria,639358,201342,2021-05-30,Officiis illum vitae facilis veritatis est. Reiciendis inventore pariatur. A non dolore quo commodi unde.,1005
eos neque dolorem,false,0,Republic of Korea,909610,589722,2020-10-27,Explicabo voluptatem sunt id. Et voluptatem tempora odit delectus est quia expedita. Rem et a sit eius est. Repellendus mollitia ut. Mollitia perferendis sunt debitis aliquid illo quod. Aut vel ullam ut fugiat dolorem necessitatibus sit nesciunt.,1540
et quasi ut,false,2,Dominican Republic,67466,954201,2021-03-04,Saepe eaque laborum consectetur neque. Perspiciatis ipsa soluta eius ut. Et necessitatibus officia inventore in culpa aliquam vel.,1003
vel eligendi ea,false,5,Reunion,901145,32478,2021-01-31,Cum fugit in iusto quia hic explicabo. Dolor consectetur consectetur cumque dolores et et in architecto debitis. Explicabo dolorum aut animi deleniti delectus earum omnis.,346
qui eos minus,false,2,Taiwan,461302,242294,2021-03-31,A voluptas sit et voluptas voluptatem dolor. Et velit deleniti aperiam sint aspernatur qui molestiae fuga ut. Quisquam dolore sed dolore iusto unde in molestiae voluptatem. Quis vel est qui assumenda et ut. Sed ipsa quam perferendis mollitia vitae facilis.,454
sit consectetur rerum,false,3,Slovakia (Slovak Republic),326911,627834,2020-12-04,Esse quibusdam omnis itaque deleniti qui. Eveniet nostrum deleniti in mollitia harum non autem. Magnam et labore et.,1467
facilis ea facere,true,0,Heard Island and McDonald Islands,809779,604859,2021-01-16,Voluptatibus quos et. Neque nemo ut sequi qui aliquid perferendis eius quidem. Harum est aut iure et quia debitis qui maxime. Labore ut natus eveniet ut delectus beatae. Velit et est ut.,60
